title,link,published,country,source,summary,Combined_Text,Language
US reiterates ‘red line’ in Iran nuclear talks,https://www.rt.com/news/617839-us-red-line-iran-nuclear/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 13:23:25 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b2f2a85f5402eb754c31b.jpg"" style=""margin-right: 10px;"" /> Severe limits on uranium enrichment by Tehran are non-negotiable, Washington’s envoy Steve Witkoff has insisted <br /><a href=""https://www.rt.com/news/617839-us-red-line-iran-nuclear/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US reiterates ‘red line’ in Iran nuclear talks <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b2f2a85f5402eb754c31b.jpg"" style=""margin-right: 10px;"" /> Severe limits on uranium enrichment by Tehran are non-negotiable, Washington’s envoy Steve Witkoff has insisted <br /><a href=""https://www.rt.com/news/617839-us-red-line-iran-nuclear/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
EU state to tap frozen Russian funds to send arms to Ukraine,https://www.rt.com/news/617825-finland-russian-frozen-assets/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 13:21:59 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b26d420302725f05b0186.jpg"" style=""margin-right: 10px;"" /> Finland will deliver around $100 million worth of heavy ammunition using profits from immobilized assets, the Defense Ministry has said <br /><a href=""https://www.rt.com/news/617825-finland-russian-frozen-assets/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","EU state to tap frozen Russian funds to send arms to Ukraine <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b26d420302725f05b0186.jpg"" style=""margin-right: 10px;"" /> Finland will deliver around $100 million worth of heavy ammunition using profits from immobilized assets, the Defense Ministry has said <br /><a href=""https://www.rt.com/news/617825-finland-russian-frozen-assets/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Trump could pass more sanctions on Russia – Bloomberg,https://www.rt.com/news/617833-trump-russia-graham-sanctions/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 12:09:49 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b1e442030276e912ec6ab.jpg"" style=""margin-right: 10px;"" /> A bill authored by war hawk Senator Lindsey Graham threatens additional tariffs if Russia does not agree to a peace deal with Ukraine <br /><a href=""https://www.rt.com/news/617833-trump-russia-graham-sanctions/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Trump could pass more sanctions on Russia – Bloomberg <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b1e442030276e912ec6ab.jpg"" style=""margin-right: 10px;"" /> A bill authored by war hawk Senator Lindsey Graham threatens additional tariffs if Russia does not agree to a peace deal with Ukraine <br /><a href=""https://www.rt.com/news/617833-trump-russia-graham-sanctions/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
China is sending an important signal to the entire world,https://www.rt.com/news/617826-china-security-white-paper/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 11:46:51 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b0d222030276eae49c77c.jpg"" style=""margin-right: 10px;"" /> Beijing’s first-ever white paper on national security clearly shows that it now sees itself as an indispensable global force <br /><a href=""https://www.rt.com/news/617826-china-security-white-paper/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","China is sending an important signal to the entire world <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682b0d222030276eae49c77c.jpg"" style=""margin-right: 10px;"" /> Beijing’s first-ever white paper on national security clearly shows that it now sees itself as an indispensable global force <br /><a href=""https://www.rt.com/news/617826-china-security-white-paper/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Moscow hits back at Romania’s election meddling claims,https://www.rt.com/news/617824-russia-romania-election-meddling-accusations/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 09:52:19 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682afe0b20302768a71d7b78.jpg"" style=""margin-right: 10px;"" /> Bucharest’s “electoral mess” shouldn’t even be called a presidential vote, the Russian Foreign Ministry spokeswoman has said <br /><a href=""https://www.rt.com/news/617824-russia-romania-election-meddling-accusations/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Moscow hits back at Romania’s election meddling claims <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682afe0b20302768a71d7b78.jpg"" style=""margin-right: 10px;"" /> Bucharest’s “electoral mess” shouldn’t even be called a presidential vote, the Russian Foreign Ministry spokeswoman has said <br /><a href=""https://www.rt.com/news/617824-russia-romania-election-meddling-accusations/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
US officials ‘frustrated’ over Australian tank shipment to Ukraine – ABC,https://www.rt.com/news/617822-us-officials-frustrated-australia-abrams-ukraine/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 09:17:20 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682af613203027694f276030.jpg"" style=""margin-right: 10px;"" /> US officials are concerned that Abrams tanks supplied to Ukraine by Australia will be difficult to maintain, the report claims <br /><a href=""https://www.rt.com/news/617822-us-officials-frustrated-australia-abrams-ukraine/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","US officials ‘frustrated’ over Australian tank shipment to Ukraine – ABC <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682af613203027694f276030.jpg"" style=""margin-right: 10px;"" /> US officials are concerned that Abrams tanks supplied to Ukraine by Australia will be difficult to maintain, the report claims <br /><a href=""https://www.rt.com/news/617822-us-officials-frustrated-australia-abrams-ukraine/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Poland heads to runoff in tight presidential race,https://www.rt.com/news/617812-poland-heads-to-runoff/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 08:51:40 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682abfba20302768a71d7b5e.jpg"" style=""margin-right: 10px;"" /> Pro-EU Polish presidential candidate Rafal Trzaskowski fell short of victory, with a runoff against conservative Karol Nawrocki set for June <br /><a href=""https://www.rt.com/news/617812-poland-heads-to-runoff/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Poland heads to runoff in tight presidential race <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682abfba20302768a71d7b5e.jpg"" style=""margin-right: 10px;"" /> Pro-EU Polish presidential candidate Rafal Trzaskowski fell short of victory, with a runoff against conservative Karol Nawrocki set for June <br /><a href=""https://www.rt.com/news/617812-poland-heads-to-runoff/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Musk hails Durov over rejection of French political censorship attempt,https://www.rt.com/news/617816-musk-durov-romanian-election/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 07:25:21 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682ad90285f540306c6b3169.jpg"" style=""margin-right: 10px;"" /> Elon Musk has supported Telegram’s Pavel Durov after he rejected a French request to censor political content ahead of an election <br /><a href=""https://www.rt.com/news/617816-musk-durov-romanian-election/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Musk hails Durov over rejection of French political censorship attempt <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682ad90285f540306c6b3169.jpg"" style=""margin-right: 10px;"" /> Elon Musk has supported Telegram’s Pavel Durov after he rejected a French request to censor political content ahead of an election <br /><a href=""https://www.rt.com/news/617816-musk-durov-romanian-election/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Trump reacts to Biden cancer diagnosis,https://www.rt.com/news/617815-trump-reacts-biden-cancer/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 06:53:13 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682ad5342030276e912ec681.jpg"" style=""margin-right: 10px;"" /> US President Donald Trump has joined a bipartisan outpouring of support for his predecessor, Joe Biden <br /><a href=""https://www.rt.com/news/617815-trump-reacts-biden-cancer/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Trump reacts to Biden cancer diagnosis <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682ad5342030276e912ec681.jpg"" style=""margin-right: 10px;"" /> US President Donald Trump has joined a bipartisan outpouring of support for his predecessor, Joe Biden <br /><a href=""https://www.rt.com/news/617815-trump-reacts-biden-cancer/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Telegram’s Durov names French official who ‘asked to ban conservative voices’,https://www.rt.com/news/617811-durov-names-french-spy-chief/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 02:34:21 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a9847203027686d605c29.jpg"" style=""margin-right: 10px;"" /> Telegram founder Pavel Durov has accused the head of the French intelligence agency of attempting to silence conservatives in Romania <br /><a href=""https://www.rt.com/news/617811-durov-names-french-spy-chief/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Telegram’s Durov names French official who ‘asked to ban conservative voices’ <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a9847203027686d605c29.jpg"" style=""margin-right: 10px;"" /> Telegram founder Pavel Durov has accused the head of the French intelligence agency of attempting to silence conservatives in Romania <br /><a href=""https://www.rt.com/news/617811-durov-names-french-spy-chief/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Trump envoy believes Putin call will be ‘a success’,https://www.rt.com/news/617810-trump-aide-believes-putin-call/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Mon, 19 May 2025 01:13:42 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a7a6f85f5406af844e3f9.jpg"" style=""margin-right: 10px;"" /> Top US negotiator Steve Witkoff says the Trump-Putin call will help clear “the logjam” in Ukraine talks <br /><a href=""https://www.rt.com/news/617810-trump-aide-believes-putin-call/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Trump envoy believes Putin call will be ‘a success’ <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a7a6f85f5406af844e3f9.jpg"" style=""margin-right: 10px;"" /> Top US negotiator Steve Witkoff says the Trump-Putin call will help clear “the logjam” in Ukraine talks <br /><a href=""https://www.rt.com/news/617810-trump-aide-believes-putin-call/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Pro-EU candidate wins Romanian presidential election rerun,https://www.rt.com/news/617809-nicusor-dan-wins-romania/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 22:16:20 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a5c232030272d974048e9.jpg"" style=""margin-right: 10px;"" /> Bucharest Mayor Nicusor Dan has won the presidential election in Romania <br /><a href=""https://www.rt.com/news/617809-nicusor-dan-wins-romania/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Pro-EU candidate wins Romanian presidential election rerun <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a5c232030272d974048e9.jpg"" style=""margin-right: 10px;"" /> Bucharest Mayor Nicusor Dan has won the presidential election in Romania <br /><a href=""https://www.rt.com/news/617809-nicusor-dan-wins-romania/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Tornadoes kill dozens in US (VIDEOS),https://www.rt.com/news/617807-tornadoes-kill-dozens-us/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 21:45:17 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4c5085f5406a5371847e.jpg"" style=""margin-right: 10px;"" /> A massive storm system has pummeled the Midwest and Mid-Atlantic regions of the US since Friday <br /><a href=""https://www.rt.com/news/617807-tornadoes-kill-dozens-us/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Tornadoes kill dozens in US (VIDEOS) <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4c5085f5406a5371847e.jpg"" style=""margin-right: 10px;"" /> A massive storm system has pummeled the Midwest and Mid-Atlantic regions of the US since Friday <br /><a href=""https://www.rt.com/news/617807-tornadoes-kill-dozens-us/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
France denies claims of Romanian election interference attempt,https://www.rt.com/news/617808-france-deny-romanian-election-interference/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 21:11:15 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4c622030272da610c75b.jpg"" style=""margin-right: 10px;"" /> Telegram founder Pavel Durov claimed earlier that he was asked to block Romanian conservatives on his social media platform <br /><a href=""https://www.rt.com/news/617808-france-deny-romanian-election-interference/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","France denies claims of Romanian election interference attempt <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4c622030272da610c75b.jpg"" style=""margin-right: 10px;"" /> Telegram founder Pavel Durov claimed earlier that he was asked to block Romanian conservatives on his social media platform <br /><a href=""https://www.rt.com/news/617808-france-deny-romanian-election-interference/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Made in America? Why Trump’s new jet has ‘Russian roots’ and a Qatari tail,https://www.rt.com/news/617802-made-in-america-trumps-jet/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 21:07:32 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4bfa2030272dcc60ff85.jpg"" style=""margin-right: 10px;"" /> Trump’s jet reveals the collapse of US aerospace prestige and rising Gulf influence <br /><a href=""https://www.rt.com/news/617802-made-in-america-trumps-jet/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Made in America? Why Trump’s new jet has ‘Russian roots’ and a Qatari tail <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a4bfa2030272dcc60ff85.jpg"" style=""margin-right: 10px;"" /> Trump’s jet reveals the collapse of US aerospace prestige and rising Gulf influence <br /><a href=""https://www.rt.com/news/617802-made-in-america-trumps-jet/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Flag display costs Russian runner recognition of world record,https://www.rt.com/news/617805-russian-runner-recognition-world-record/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 20:58:18 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a48b885f5402eb754c2b7.png"" style=""margin-right: 10px;"" /> The International Association of Ultrarunners has refused to recognize a marathon record set by Russia’s Ivan Zaborsky <br /><a href=""https://www.rt.com/news/617805-russian-runner-recognition-world-record/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Flag display costs Russian runner recognition of world record <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a48b885f5402eb754c2b7.png"" style=""margin-right: 10px;"" /> The International Association of Ultrarunners has refused to recognize a marathon record set by Russia’s Ivan Zaborsky <br /><a href=""https://www.rt.com/news/617805-russian-runner-recognition-world-record/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Israel begins major ground offensive in Gaza,https://www.rt.com/news/617803-israel-ground-offensive-gaza/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 20:53:26 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a47c885f540280b69fdc9.png"" style=""margin-right: 10px;"" /> IDF troops have advanced into northern and southern areas as part of Operation Gideon’s Chariots <br /><a href=""https://www.rt.com/news/617803-israel-ground-offensive-gaza/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Israel begins major ground offensive in Gaza <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a47c885f540280b69fdc9.png"" style=""margin-right: 10px;"" /> IDF troops have advanced into northern and southern areas as part of Operation Gideon’s Chariots <br /><a href=""https://www.rt.com/news/617803-israel-ground-offensive-gaza/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Biden diagnosed with ‘aggressive’ cancer,https://www.rt.com/news/617804-biden-diagnosed-with-cancer/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 20:26:26 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a44072030272e9534b056.jpg"" style=""margin-right: 10px;"" /> The former US president and his family are “reviewing treatment options with his physicians,” according to his office <br /><a href=""https://www.rt.com/news/617804-biden-diagnosed-with-cancer/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Biden diagnosed with ‘aggressive’ cancer <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a44072030272e9534b056.jpg"" style=""margin-right: 10px;"" /> The former US president and his family are “reviewing treatment options with his physicians,” according to his office <br /><a href=""https://www.rt.com/news/617804-biden-diagnosed-with-cancer/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Pro-EU candidate leads in Romanian presidential race – exit polls,https://www.rt.com/news/617801-romania-elections-results-polls/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 18:40:21 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a2d8c85f5406a5371846f.jpg"" style=""margin-right: 10px;"" /> Nicusor Dan has a slight edge over his competitor, George Simion, in the Romanian presidential elections, exit polls suggest <br /><a href=""https://www.rt.com/news/617801-romania-elections-results-polls/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Pro-EU candidate leads in Romanian presidential race – exit polls <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a2d8c85f5406a5371846f.jpg"" style=""margin-right: 10px;"" /> Nicusor Dan has a slight edge over his competitor, George Simion, in the Romanian presidential elections, exit polls suggest <br /><a href=""https://www.rt.com/news/617801-romania-elections-results-polls/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
FBI calls blast near fertility clinic ‘terrorism’ (VIDEO),https://www.rt.com/news/617793-blast-fertility-clinic-california/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 18:26:30 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a25ce2030273470022521.jpg"" style=""margin-right: 10px;"" /> A car bomb left the suspected perpetrator dead and four injured in the California resort city of Palm Springs <br /><a href=""https://www.rt.com/news/617793-blast-fertility-clinic-california/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","FBI calls blast near fertility clinic ‘terrorism’ (VIDEO) <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/682a25ce2030273470022521.jpg"" style=""margin-right: 10px;"" /> A car bomb left the suspected perpetrator dead and four injured in the California resort city of Palm Springs <br /><a href=""https://www.rt.com/news/617793-blast-fertility-clinic-california/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
France pressured Telegram to silence Romanian conservatives – founder,https://www.rt.com/news/617791-telegram-eu-silence-romania-conservatives/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 16:01:01 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829fed72030273a323400c4.jpg"" style=""margin-right: 10px;"" /> Pavel Durov says he was “approached” about the matter ahead of Sunday’s presidential election <br /><a href=""https://www.rt.com/news/617791-telegram-eu-silence-romania-conservatives/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","France pressured Telegram to silence Romanian conservatives – founder <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829fed72030273a323400c4.jpg"" style=""margin-right: 10px;"" /> Pavel Durov says he was “approached” about the matter ahead of Sunday’s presidential election <br /><a href=""https://www.rt.com/news/617791-telegram-eu-silence-romania-conservatives/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Türkiye happy to continue mediating Ukraine conflict – Erdogan,https://www.rt.com/news/617790-erdogan-ukraine-conflict-mediating/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 14:23:45 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829ebee85f5402ec65ec037.jpg"" style=""margin-right: 10px;"" /> Türkiye’s “greatest desire” is to see Russia and Ukraine reach a “definitive result” in peace talks, President Recep Tayyip Erdogan has said <br /><a href=""https://www.rt.com/news/617790-erdogan-ukraine-conflict-mediating/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Türkiye happy to continue mediating Ukraine conflict – Erdogan <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829ebee85f5402ec65ec037.jpg"" style=""margin-right: 10px;"" /> Türkiye’s “greatest desire” is to see Russia and Ukraine reach a “definitive result” in peace talks, President Recep Tayyip Erdogan has said <br /><a href=""https://www.rt.com/news/617790-erdogan-ukraine-conflict-mediating/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Portugal targets France in power link dispute after blackout – FT,https://www.rt.com/news/617787-portugal-pressure-france-ec-blackout/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 12:53:24 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829c803203027268e06d9fb.jpg"" style=""margin-right: 10px;"" /> Lisbon is reportedly seeking European Commission arbitration to pressure Paris over electricity supplies following the recent outage  <br /><a href=""https://www.rt.com/news/617787-portugal-pressure-france-ec-blackout/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Portugal targets France in power link dispute after blackout – FT <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829c803203027268e06d9fb.jpg"" style=""margin-right: 10px;"" /> Lisbon is reportedly seeking European Commission arbitration to pressure Paris over electricity supplies following the recent outage  <br /><a href=""https://www.rt.com/news/617787-portugal-pressure-france-ec-blackout/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Presidential election kicks off in Poland,https://www.rt.com/news/617783-poland-election-eu-critics-backers/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 10:28:11 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829adb5203027736868d02e.jpg"" style=""margin-right: 10px;"" /> Poles will be electing their next head of state as incumbent Andrzej Duda’s second term expires  <br /><a href=""https://www.rt.com/news/617783-poland-election-eu-critics-backers/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Presidential election kicks off in Poland <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829adb5203027736868d02e.jpg"" style=""margin-right: 10px;"" /> Poles will be electing their next head of state as incumbent Andrzej Duda’s second term expires  <br /><a href=""https://www.rt.com/news/617783-poland-election-eu-critics-backers/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
Romania holds runoff vote in presidential election rerun,https://www.rt.com/news/617784-romania-runoff-presidential-election-rerun/?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 18 May 2025 09:22:51 +0000",Russia,RT News,"<img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829a67b85f5406bc1091d3d.jpg"" style=""margin-right: 10px;"" /> Right-wing EU critic George Simion is running against pro-EU Bucharest Mayor Nicusor Dan in the second round <br /><a href=""https://www.rt.com/news/617784-romania-runoff-presidential-election-rerun/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>","Romania holds runoff vote in presidential election rerun <img align=""left"" alt=""Preview"" src=""https://mf.b37mrtl.ru/files/2025.05/thumbnail/6829a67b85f5406bc1091d3d.jpg"" style=""margin-right: 10px;"" /> Right-wing EU critic George Simion is running against pro-EU Bucharest Mayor Nicusor Dan in the second round <br /><a href=""https://www.rt.com/news/617784-romania-runoff-presidential-election-rerun/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=RSS"">Read Full Article at RT.com</a>",en
